,location,size,total_sqft,bath,price
7179,Uttarahalli,2,1175.0,2.0,47.0
7180,Uttarahalli,2,1137.0,2.0,63.0
7181,Uttarahalli,3,1315.0,2.0,74.0
7182,Uttarahalli,3,1215.0,2.0,52.85
7184,Uttarahalli,2,1325.0,2.0,53.0
7185,Uttarahalli,3,1300.0,2.0,60.0
7186,Uttarahalli,2,850.0,2.0,35.0
7187,Uttarahalli,3,1627.86,3.0,88.0
7189,Uttarahalli,3,1360.0,2.0,61.2
7190,Uttarahalli,2,1280.0,2.0,75.0
7191,Uttarahalli,1,661.0,1.0,36.0
7192,Uttarahalli,2,1134.0,2.0,45.36
7194,Uttarahalli,3,1320.0,2.0,55.44
7195,Uttarahalli,3,1390.0,2.0,61.16
7196,Uttarahalli,2,1090.0,2.0,45.0
7197,Uttarahalli,2,1050.0,2.0,42.0
7198,Uttarahalli,2,1123.0,2.0,48.0
7199,Uttarahalli,3,1329.0,2.0,56.0
7200,Uttarahalli,2,938.0,2.0,35.0
7203,Uttarahalli,2,1100.0,1.0,45.0
7204,Uttarahalli,2,1125.0,2.0,47.0
7206,Uttarahalli,3,1685.0,3.0,85.0
7207,Uttarahalli,3,1390.0,2.0,62.55
7209,Uttarahalli,2,1180.0,2.0,41.3
7210,Uttarahalli,2,1380.0,2.0,42.0
7211,Uttarahalli,3,1737.0,2.0,95.0
7213,Uttarahalli,2,1160.0,2.0,45.0
7214,Uttarahalli,3,1280.0,2.0,60.0
7216,Uttarahalli,2,1190.0,2.0,53.55
7217,Uttarahalli,3,1330.0,2.0,57.0
7218,Uttarahalli,3,1560.0,3.0,74.0
7220,Uttarahalli,2,1125.0,2.0,48.0
7221,Uttarahalli,3,1320.0,2.0,55.44
7223,Uttarahalli,2,1160.0,2.0,40.6
7225,Uttarahalli,2,1163.0,2.0,68.0
7227,Uttarahalli,2,1065.0,2.0,42.59
7228,Uttarahalli,2,1075.0,2.0,46.76
7229,Uttarahalli,2,1155.0,2.0,40.6
7230,Uttarahalli,2,1150.0,2.0,70.0
7233,Uttarahalli,2,1099.0,2.0,65.0
7234,Uttarahalli,3,1215.0,2.0,52.85
7236,Uttarahalli,2,1180.0,2.0,41.3
7239,Uttarahalli,2,1002.0,2.0,40.08
7240,Uttarahalli,2,1002.0,2.0,40.08
7241,Uttarahalli,2,1075.0,2.0,40.0
7243,Uttarahalli,2,1155.0,2.0,40.43
7245,Uttarahalli,2,1025.0,2.0,35.88
7246,Uttarahalli,2,1125.0,2.0,47.65
7247,Uttarahalli,2,1300.0,2.0,55.0
7248,Uttarahalli,2,1025.0,2.0,35.88
7249,Uttarahalli,2,980.0,2.0,45.0
7250,Uttarahalli,2,1125.0,2.0,47.0
7255,Uttarahalli,2,1175.0,2.0,47.0
7259,Uttarahalli,3,1265.0,2.0,65.0
7262,Uttarahalli,2,1213.0,2.0,48.0
7264,Uttarahalli,2,900.0,2.0,35.0
7265,Uttarahalli,2,1065.0,2.0,42.6
7268,Uttarahalli,2,1125.0,2.0,47.0
7269,Uttarahalli,3,1270.0,2.0,55.25
7270,Uttarahalli,3,1270.0,2.0,55.25
7271,Uttarahalli,2,1107.0,2.0,45.0
7272,Uttarahalli,2,1200.0,2.0,55.0
7274,Uttarahalli,3,1460.0,3.0,76.0
7275,Uttarahalli,3,1500.0,3.0,68.0
7276,Uttarahalli,2,1120.0,2.0,50.0
7277,Uttarahalli,2,1150.0,2.0,46.0
7278,Uttarahalli,3,1330.0,2.0,58.0
7280,Uttarahalli,2,1050.0,2.0,42.0
7281,Uttarahalli,2,1125.0,2.0,48.0
7283,Uttarahalli,3,1345.0,2.0,57.0
7284,Uttarahalli,3,1345.0,2.0,57.0
7286,Uttarahalli,2,1000.0,2.0,52.0
7287,Uttarahalli,2,1037.0,2.0,36.0
7289,Uttarahalli,2,1000.0,2.0,39.5
7290,Uttarahalli,2,1125.0,1.0,45.0
7292,Uttarahalli,2,1160.0,2.0,40.58
7293,Uttarahalli,2,1123.0,2.0,60.0
7295,Uttarahalli,2,1000.0,2.0,35.0
7296,Uttarahalli,3,1330.0,2.0,57.0
7297,Uttarahalli,2,1125.0,2.0,47.0
7298,Uttarahalli,2,1165.0,1.0,42.09
7299,Uttarahalli,2,1260.0,2.0,55.0
7300,Uttarahalli,2,1284.0,2.0,53.36
7301,Uttarahalli,2,1150.0,2.0,45.99
7303,Uttarahalli,3,1290.0,2.0,56.12
7304,Uttarahalli,3,1328.0,2.0,56.0
7305,Uttarahalli,2,1040.0,2.0,36.4
7306,Uttarahalli,3,1290.0,2.0,56.12
7308,Uttarahalli,2,1075.0,2.0,46.76
7309,Uttarahalli,3,1345.0,2.0,57.0
7310,Varthur,2,1160.0,2.0,44.0
7311,Varthur,2,1385.0,2.0,80.0
7313,Varthur,2,1024.0,2.0,42.0
7314,Varthur,2,1125.0,2.0,40.0
7315,Varthur,2,1112.0,2.0,40.0
7316,Varthur,2,1055.0,2.0,45.35
7317,Varthur,2,1280.0,2.0,65.0
7318,Varthur,2,977.0,2.0,36.0
7319,Varthur,3,1250.0,3.0,71.0
7320,Varthur,3,1200.0,3.0,67.75
7321,Varthur,2,1111.0,2.0,41.88
7322,Varthur,2,1140.0,2.0,55.5
7323,Varthur,2,1012.0,2.0,59.0
7324,Varthur,2,1140.0,2.0,39.9
7325,Varthur,2,1090.0,2.0,48.0
7326,Varthur,3,1450.0,3.0,71.0
7327,Varthur,2,1210.0,2.0,60.0
7328,Varthur,2,1070.0,2.0,46.0
7329,Varthur,3,1360.0,2.0,85.0
7330,Varthur,2,965.0,2.0,34.0
7331,Varthur,2,1120.0,2.0,44.24
7332,Varthur,3,1395.0,2.0,79.0
7333,Varthur,2,1085.0,2.0,45.0
7334,Varthur,2,1250.0,2.0,47.0
7335,Varthur,3,1200.0,3.0,68.38
7337,Varthur,2,1155.0,2.0,60.0
7338,Varthur,2,1035.0,2.0,60.0
7339,Varthur,2,1100.0,2.0,72.0
7340,Varthur,2,1155.0,2.0,39.0
7341,Varthur,2,1180.0,2.0,55.0
7343,Varthur,5,1000.0,4.0,65.0
7344,Varthur,2,1738.0,2.0,57.35
7345,Varthur,2,1045.0,2.0,40.65
7346,Varthur,2,1155.0,2.0,39.0
7348,Varthur,2,1210.0,2.0,64.15
7350,Varthur,2,1105.0,2.0,38.0
7351,Varthur,3,1560.0,3.0,90.0
7352,Varthur,2,1760.0,2.0,85.0
7353,Varthur,2,1210.0,2.0,54.0
7354,Varthur,2,1112.0,2.0,40.0
7356,Varthur,2,1000.0,1.0,65.0
7358,Varthur Road,2,900.0,2.0,27.0
7359,Varthur Road,2,1277.0,2.0,59.0
7360,Varthur Road,3,1247.0,2.0,58.0
7361,Varthur Road,2,1050.0,2.0,42.7
7362,Varthur Road,2,1255.0,2.0,52.76
7364,Varthur Road,2,1033.0,2.0,32.0
7365,Varthur Road,2,1140.0,2.0,49.11
7366,Varthur Road,2,850.0,2.0,25.4
7367,Vasanthapura,3,1400.0,3.0,60.0
7368,Vasanthapura,2,1022.0,2.0,40.0
7369,Vasanthapura,2,1135.0,2.0,39.73
7370,Vasanthapura,2,995.0,2.0,34.82
7371,Vasanthapura,2,995.0,2.0,34.82
7372,Vasanthapura,2,1050.0,2.0,47.0
7373,Vasanthapura,2,940.0,2.0,40.0
7374,Vasanthapura,2,1500.0,2.0,65.0
7375,Vasanthapura,2,1037.0,2.0,36.28
7376,Vasanthapura,2,978.0,2.0,34.22
7377,Vasanthapura,2,1037.0,2.0,36.28
7378,Vidyaranyapura,2,1440.0,2.0,95.0
7379,Vidyaranyapura,2,1062.0,2.0,38.0
7380,Vidyaranyapura,2,1200.0,2.0,55.0
7381,Vidyaranyapura,4,1200.0,4.0,90.0
7383,Vidyaranyapura,2,1060.0,2.0,55.0
7384,Vidyaranyapura,2,1100.0,2.0,54.0
7385,Vidyaranyapura,9,4700.0,10.0,130.0
7386,Vidyaranyapura,3,1440.0,2.0,70.0
7387,Vidyaranyapura,2,1100.0,2.0,54.0
7388,Vidyaranyapura,2,1000.0,2.0,35.0
7390,Vidyaranyapura,2,1120.0,2.0,70.0
7391,Vidyaranyapura,2,945.0,2.0,40.0
7392,Vidyaranyapura,2,1100.0,2.0,54.0
7393,Vidyaranyapura,3,1200.0,2.0,65.0
7394,Vidyaranyapura,2,1200.0,2.0,52.0
7395,Vidyaranyapura,5,2640.0,6.0,225.0
7396,Vidyaranyapura,2,1175.0,2.0,35.0
7397,Vidyaranyapura,2,1050.0,2.0,50.0
7398,Vidyaranyapura,2,1188.0,2.0,50.0
7399,Vidyaranyapura,3,1100.0,2.0,75.0
7400,Vidyaranyapura,3,1100.0,2.0,72.0
7401,Vidyaranyapura,4,2400.0,5.0,135.0
7402,Vidyaranyapura,2,1100.0,2.0,41.0
7403,Vidyaranyapura,2,1200.0,2.0,60.5
7404,Vidyaranyapura,2,1200.0,2.0,42.0
7405,Vijayanagar,3,1704.0,3.0,110.0
7406,Vijayanagar,3,1933.0,3.0,129.0
7408,Vijayanagar,3,1450.0,3.0,100.0
7409,Vijayanagar,3,1580.0,2.0,134.0
7410,Vijayanagar,3,1826.0,3.0,121.0
7411,Vijayanagar,3,1739.0,3.0,116.0
7412,Vijayanagar,3,1490.0,3.0,100.0
7413,Vijayanagar,2,1180.0,2.0,65.0
7414,Vijayanagar,1,606.0,1.0,34.78
7415,Vijayanagar,2,1352.0,2.0,68.0
7416,Vijayanagar,3,1527.0,3.0,115.0
7417,Vijayanagar,2,989.0,2.0,60.0
7418,Vijayanagar,3,1520.0,2.0,103.0
7419,Vijayanagar,3,1749.0,3.0,117.0
7420,Vijayanagar,2,1046.0,2.0,75.0
7421,Vijayanagar,1,606.0,1.0,40.0
7422,Vijayanagar,2,1200.0,2.0,62.0
7425,Vijayanagar,3,1760.0,3.0,140.0
7426,Vijayanagar,3,2047.0,3.0,136.0
7427,Vijayanagar,3,1200.0,2.0,75.0
7428,Vijayanagar,2,1178.0,2.0,82.0
7429,Vijayanagar,2,864.0,2.0,45.0
7430,Vijayanagar,4,2100.0,6.0,252.0
7431,Vijayanagar,2,920.0,2.0,60.0
7432,Vijayanagar,2,1019.0,2.0,58.0
7433,Vijayanagar,5,2400.0,6.0,125.0
7434,Vijayanagar,2,1180.0,2.0,86.0
7435,Vijayanagar,2,1046.0,2.0,49.06
7436,Vijayanagar,1,2400.0,2.0,230.0
7437,Vijayanagar,1,492.0,1.0,40.0
7439,Vishveshwarya Layout,7,4000.0,7.0,225.0
7440,Vishveshwarya Layout,1,750.0,1.0,30.0
7441,Vishveshwarya Layout,4,2000.0,4.0,75.0
7442,Vishveshwarya Layout,6,2100.0,6.0,92.0
7443,Vishveshwarya Layout,4,7000.0,4.0,210.0
7444,Vishveshwarya Layout,4,2000.0,3.0,90.0
7445,Vishveshwarya Layout,6,4000.0,6.0,230.0
7446,Vishwapriya Layout,2,820.0,2.0,30.0
7447,Vishwapriya Layout,2,770.0,2.0,30.0
7448,Vishwapriya Layout,2,910.0,2.0,36.0
7449,Vishwapriya Layout,2,890.0,2.0,37.0
7450,Vittasandra,2,1404.0,2.0,71.0
7451,Vittasandra,2,1246.0,2.0,67.0
7452,Vittasandra,2,1404.0,2.0,69.3
7453,Vittasandra,2,1246.0,2.0,67.3
7454,Vittasandra,2,1246.0,2.0,64.5
7455,Vittasandra,2,1246.0,2.0,64.5
7456,Vittasandra,2,1246.0,2.0,68.0
7458,Vittasandra,2,1238.0,2.0,67.0
7459,Vittasandra,2,1404.0,2.0,75.0
7460,Vittasandra,2,1246.0,2.0,65.0
7461,Vittasandra,2,1238.0,2.0,67.0
7462,Vittasandra,2,1246.0,2.0,67.4
7463,Vittasandra,2,1259.0,2.0,67.4
7464,Vittasandra,2,1404.0,2.0,68.8
7465,Vittasandra,2,1246.0,2.0,62.3
7466,Vittasandra,2,1246.0,2.0,63.0
7467,Vittasandra,2,1246.0,2.0,67.4
7468,Vittasandra,2,1246.0,2.0,65.4
7470,Vittasandra,2,1238.0,2.0,67.32
7471,Vittasandra,2,1246.0,2.0,67.4
7473,Vittasandra,2,1246.0,2.0,67.3
7474,Vittasandra,2,1404.0,2.0,70.0
7475,Vittasandra,2,1259.0,2.0,67.48
7476,Vittasandra,2,1404.0,2.0,75.0
7478,Vittasandra,2,1246.0,2.0,67.0
7481,Vittasandra,2,1404.0,2.0,72.0
7482,Vittasandra,2,1246.0,2.0,67.5
7483,Vittasandra,2,1246.0,2.0,67.5
7484,Vittasandra,2,1404.0,2.0,70.0
7485,Vittasandra,2,1246.0,2.0,65.0
7486,Vittasandra,2,1246.0,2.0,67.4
7491,Whitefield,2,1459.0,2.0,94.82
7496,Whitefield,2,1280.0,2.0,75.0
7498,Whitefield,3,1910.0,3.0,161.0
7499,Whitefield,4,3252.0,4.0,230.0
7503,Whitefield,2,1150.0,2.0,70.0
7507,Whitefield,4,4144.0,4.0,315.0
7508,Whitefield,4,4104.0,4.0,360.0
7519,Whitefield,3,1897.0,3.0,130.0
7521,Whitefield,4,4348.5,3.0,304.0
7524,Whitefield,4,2268.0,3.0,163.0
7527,Whitefield,4,2400.0,4.0,200.0
7529,Whitefield,2,1360.0,2.0,95.0
7532,Whitefield,4,5000.0,4.0,400.0
7533,Whitefield,4,3000.0,5.0,250.0
7534,Whitefield,3,1700.0,3.0,115.0
7541,Whitefield,3,1500.0,3.0,130.0
7542,Whitefield,2,1280.0,2.0,75.0
7546,Whitefield,2,1272.0,2.0,95.05
7549,Whitefield,2,1192.0,2.0,71.0
7555,Whitefield,1,665.0,3.0,28.585
7557,Whitefield,2,1280.0,2.0,85.0
7559,Whitefield,4,4000.0,4.0,330.0
7562,Whitefield,4,3606.0,4.0,312.0
7563,Whitefield,2,1485.0,2.0,90.0
7564,Whitefield,1,950.0,1.0,50.0
7566,Whitefield,1,825.0,1.0,45.0
7570,Whitefield,2,1216.0,2.0,79.0
7576,Whitefield,2,920.0,2.0,63.0
7578,Whitefield,2,1170.0,2.0,71.0
7579,Whitefield,2,1118.0,2.0,75.0
7581,Whitefield,3,1562.0,3.0,103.0
7585,Whitefield,2,1320.0,2.0,95.0
7588,Whitefield,3,3010.0,3.0,200.0
7589,Whitefield,2,1346.0,2.0,96.17
7590,Whitefield,3,3850.0,5.0,316.0
7595,Whitefield,1,905.0,1.0,55.0
7597,Whitefield,4,2268.0,3.0,146.0
7600,Whitefield,1,630.5,1.0,32.79
7603,Whitefield,3,1697.0,3.0,115.0
7607,Whitefield,5,3250.0,5.0,290.0
7611,Whitefield,2,1269.0,2.0,75.0
7612,Whitefield,5,3227.0,5.0,250.0
7616,Whitefield,4,3262.0,4.0,260.0
7618,Whitefield,2,1132.0,2.0,79.28
7623,Whitefield,2,1195.0,2.0,70.0
7624,Whitefield,3,3480.0,4.0,284.0
7627,Whitefield,1,709.0,1.0,34.385
7629,Whitefield,2,1320.0,2.0,79.5
7630,Whitefield,2,750.0,2.0,52.7
7638,Whitefield,4,3445.0,5.0,270.0
7639,Whitefield,3,1700.0,3.0,140.0
7640,Whitefield,4,4827.0,4.0,400.0
7641,Whitefield,2,1405.0,2.0,84.5
7643,Whitefield,4,3252.0,4.0,280.0
7645,Whitefield,2,1150.0,2.0,90.0
7648,Whitefield,1,624.0,1.0,35.0
7652,Whitefield,4,4960.0,4.0,400.0
7653,Whitefield,4,2928.0,4.0,198.0
7656,Whitefield,2,1216.0,2.0,84.0
7657,Whitefield,4,2882.0,5.0,204.0
7658,Whitefield,3,1840.0,3.0,140.0
7659,Whitefield,3,1778.0,3.0,122.0
7661,Whitefield,1,650.0,1.0,25.0
7663,Whitefield,1,905.0,1.0,52.0
7668,Whitefield,2,1216.0,2.0,75.0
7670,Whitefield,2,1255.0,2.0,77.0
7671,Whitefield,2,1216.0,2.0,73.0
7672,Whitefield,1,709.0,1.0,34.735
7677,Whitefield,4,3200.0,4.0,224.0
7679,Whitefield,1,825.0,1.0,44.9
7683,Whitefield,3,1870.0,3.0,138.0
7686,Whitefield,3,1862.0,3.0,125.0
7687,Whitefield,3,1655.0,3.0,113.0
7688,Whitefield,1,530.0,1.0,29.44
7690,Whitefield,1,905.0,1.0,50.0
7692,Whitefield,4,1230.0,4.0,80.0
7694,Whitefield,1,630.5,1.0,32.15
7695,Whitefield,1,905.0,1.0,52.0
7699,Whitefield,2,1216.0,2.0,83.0
7705,Whitefield,2,1216.0,2.0,75.0
7716,Whitefield,1,750.0,1.0,51.0
7719,Whitefield,2,1173.0,2.0,77.0
7724,Whitefield,4,3425.0,5.0,250.0
7731,Whitefield,1,905.0,1.0,62.0
7732,Whitefield,3,1870.0,3.0,138.0
7733,Whitefield,2,1320.0,2.0,99.26
7734,Whitefield,3,2901.0,4.0,190.0
7735,Whitefield,2,1485.0,2.0,96.51
7738,Whitefield,3,2225.0,3.0,149.0
7739,Whitefield,2,1250.0,2.0,82.0
7741,Whitefield,1,605.0,1.0,40.0
7744,Whitefield,3,2210.0,3.0,156.0
7745,Whitefield,2,1173.0,2.0,78.2
7746,Whitefield,3,1740.0,4.0,130.0
7747,Whitefield,2,1216.0,2.0,75.0
7749,Whitefield,3,1655.0,3.0,120.0
7750,Whitefield,4,4003.0,6.0,300.0
7752,Whitefield,2,1180.0,2.0,70.0
7758,Whitefield,1,905.0,1.0,60.0
7765,Whitefield,4,2850.0,5.0,240.0
7768,Whitefield,4,2830.0,5.0,190.0
7769,Whitefield,2,1295.0,2.0,78.5
7770,Whitefield,1,840.0,1.0,57.6
7771,Whitefield,1,640.0,1.0,19.83
7777,Whitefield,3,1850.0,3.0,150.0
7779,Whitefield,2,1290.0,2.0,90.0
7782,Whitefield,2,1216.0,2.0,75.0
7783,Whitefield,2,1356.0,2.0,94.84
7784,Whitefield,2,1338.0,2.0,103.0
7791,Whitefield,2,1267.0,2.0,90.33
7793,Whitefield,3,1836.0,3.0,125.0
7799,Whitefield,2,1216.0,2.0,82.0
7800,Whitefield,2,1495.0,3.0,88.0
7801,Whitefield,3,1564.0,3.0,103.0
7806,Whitefield,2,1216.0,2.0,75.0
7808,Whitefield,3,1704.0,3.0,120.0
7810,Whitefield,2,1256.0,2.0,73.0
7813,Whitefield,2,1300.0,2.0,78.0
7815,Whitefield,2,1216.0,2.0,84.03
7817,Whitefield,2,1216.0,2.0,72.5
7820,Whitefield,3,1346.0,2.0,100.0
7824,Whitefield,4,2990.0,3.0,198.0
7832,Whitefield,2,1350.0,2.0,88.0
7834,Whitefield,2,1216.0,2.0,80.0
7835,Whitefield,4,2900.0,4.0,225.0
7836,Whitefield,2,1340.0,2.0,101.0
7841,Whitefield,2,1100.0,2.0,65.0
7844,Whitefield,3,3117.0,3.0,261.0
7845,Whitefield,2,1216.0,2.0,73.0
7847,Whitefield,3,3150.0,3.0,290.0
7849,Whitefield,4,2956.0,5.0,234.0
7854,Whitefield,4,3940.0,5.0,265.0
7856,Whitefield,2,1160.0,2.0,67.0
7858,Whitefield,2,1180.0,2.0,77.0
7860,Whitefield,2,1314.0,2.0,84.0
7868,Whitefield,1,524.0,1.0,29.0
7870,Whitefield,4,2135.0,3.0,149.0
7873,Whitefield,3,1760.0,3.0,160.0
7874,Whitefield,3,1655.0,3.0,110.0
7875,Whitefield,1,840.0,1.0,57.0
7879,Whitefield,1,516.0,1.0,39.0
7881,Whitefield,4,6000.0,4.0,410.0
7886,Whitefield,4,3410.0,5.0,253.0
7889,Whitefield,4,4500.0,4.0,330.0
7890,Whitefield,2,1250.0,2.0,85.0
7892,Whitefield,2,1277.0,2.0,77.0
7893,Whitefield,3,1820.0,3.0,140.0
7894,Whitefield,4,3453.0,4.0,247.0
7901,Whitefield,4,2882.0,5.0,200.0
7906,Whitefield,2,1190.0,2.0,70.0
7908,Whitefield,2,1270.0,2.0,94.0
7909,Whitefield,2,1220.0,2.0,89.0
7912,Whitefield,3,3758.0,3.0,300.0
7917,Whitefield,2,1216.0,2.0,72.0
7919,Whitefield,4,5400.0,5.0,475.0
7935,Whitefield,2,1200.0,2.0,70.0
7938,Whitefield,2,1216.0,2.0,75.0
7940,Whitefield,3,2321.0,4.0,157.0
7941,Whitefield,2,1224.0,2.0,75.0
7942,Whitefield,3,1655.0,3.0,113.0
7944,Whitefield,5,4144.0,5.0,331.0
7949,Whitefield,2,1270.0,2.0,110.0
7950,Whitefield,3,1660.0,3.0,110.0
7951,Whitefield,2,1270.0,2.0,105.0
7953,Whitefield,2,1173.0,2.0,78.2
7954,Whitefield,2,1362.0,2.0,85.0
7956,Whitefield,3,1457.0,2.0,105.0
7957,Whitefield,3,1720.0,3.0,128.0
7961,Whitefield,3,1564.0,3.0,103.0
7966,Whitefield,3,1760.0,3.0,139.0
7967,Whitefield,1,613.0,1.0,48.0
7968,Whitefield,3,1730.0,3.0,125.0
7970,Whitefield,1,877.0,1.0,59.0
7974,Yelachenahalli,3,1464.0,2.0,105.0
7975,Yelachenahalli,2,2400.0,1.0,150.0
7976,Yelachenahalli,3,1700.0,3.0,130.0
7977,Yelachenahalli,2,1080.0,2.0,55.0
7978,Yelachenahalli,2,1400.0,2.0,78.0
7980,Yelachenahalli,2,800.0,1.0,30.0
7981,Yelachenahalli,2,1100.0,2.0,60.0
7983,Yelachenahalli,2,1110.0,2.0,110.0
7984,Yelachenahalli,2,1103.0,2.0,55.0
7985,Yelachenahalli,2,1000.0,2.0,50.0
7986,Yelahanka,1,660.0,1.0,48.0
7988,Yelahanka,2,1326.0,2.0,78.0
7989,Yelahanka,5,3050.0,5.0,213.0
7990,Yelahanka,2,1327.0,2.0,98.0
7999,Yelahanka,2,1234.0,2.0,80.0
8000,Yelahanka,2,1315.0,2.0,85.0
8003,Yelahanka,1,697.0,1.0,45.0
8010,Yelahanka,1,628.0,1.0,24.0
8013,Yelahanka,1,654.0,1.0,38.4
8023,Yelahanka,2,1304.0,2.0,79.0
8024,Yelahanka,3,1610.0,3.0,115.0
8034,Yelahanka,2,1327.0,2.0,85.0
8037,Yelahanka,3,1566.0,3.0,97.0
8039,Yelahanka,3,1653.0,3.0,120.0
8040,Yelahanka,3,1275.0,2.0,95.0
8041,Yelahanka,2,1270.0,2.0,78.0
8044,Yelahanka,2,1322.0,2.0,86.0
8045,Yelahanka,2,1100.0,2.0,70.0
8046,Yelahanka,2,1200.0,2.0,70.0
8048,Yelahanka,5,4000.0,5.0,220.0
8051,Yelahanka,1,654.0,1.0,37.0
8063,Yelahanka,2,1322.0,2.0,75.0
8066,Yelahanka,1,602.0,1.0,26.0
8067,Yelahanka,2,1100.0,2.0,60.0
8068,Yelahanka,3,1614.0,2.0,100.0
8079,Yelahanka,2,1322.0,2.0,80.0
8083,Yelahanka,4,2600.0,4.0,175.0
8084,Yelahanka,2,1305.0,2.0,78.0
8087,Yelahanka,2,1315.0,2.0,75.0
8088,Yelahanka,6,3600.0,6.0,200.0
8092,Yelahanka,3,1650.0,3.0,105.0
8097,Yelahanka,4,3990.0,4.0,260.0
8099,Yelahanka,1,654.0,1.0,36.25
8101,Yelahanka,1,694.0,1.0,30.84
8102,Yelahanka,2,1115.0,2.0,60.0
8105,Yelahanka,1,654.0,1.0,38.0
8107,Yelahanka,2,1445.0,2.0,82.0
8109,Yelahanka,1,602.0,1.0,38.0
8110,Yelahanka,1,697.0,1.0,35.0
8112,Yelahanka,1,682.0,1.0,36.23
8114,Yelahanka,3,1560.0,2.0,98.0
8116,Yelahanka,2,1076.0,2.0,78.0
8130,Yelahanka,1,700.0,1.0,38.0
8133,Yelahanka,2,1330.0,2.0,93.65
8136,Yelahanka,4,3019.0,6.0,190.0
8138,Yelahanka,3,1600.0,3.0,100.0
8143,Yelahanka,3,1350.0,2.0,85.0
8145,Yelahanka,3,1633.0,3.0,110.0
8146,Yelahanka,1,827.5,1.0,42.535
8150,Yelahanka,3,1756.0,3.0,125.0
8155,Yelahanka,2,1175.0,2.0,67.77
8156,Yelahanka,2,1322.0,2.0,77.9
8157,Yelahanka,1,602.0,1.0,33.0
8158,Yelahanka,2,1315.0,2.0,77.0
8161,Yelahanka,1,567.0,1.0,25.0
8163,Yelahanka,1,602.0,2.0,30.0
8165,Yelahanka,2,1234.0,2.0,80.0
8168,Yelahanka,2,1267.0,3.0,78.0
8169,Yelahanka,2,1360.0,2.0,78.19
8171,Yelahanka New Town,1,650.0,1.0,33.0
8172,Yelahanka New Town,1,500.0,1.0,20.0
8173,Yelahanka New Town,1,440.0,1.0,16.5
8174,Yelahanka New Town,2,550.0,2.0,26.0
8175,Yelahanka New Town,3,1610.0,3.0,92.0
8177,Yelahanka New Town,1,650.0,1.0,20.0
8178,Yelahanka New Town,1,350.0,1.0,13.5
8180,Yelahanka New Town,2,1385.0,2.0,65.0
8181,Yelahanka New Town,1,500.0,2.0,24.0
8182,Yelahanka New Town,1,650.0,1.0,17.0
8183,Yelahanka New Town,1,450.0,1.0,16.0
8185,Yelahanka New Town,2,960.0,2.0,50.0
8188,Yelahanka New Town,3,1400.0,2.0,80.0
8189,Yelahanka New Town,1,450.0,1.0,15.0
8190,Yelahanka New Town,1,500.0,1.0,18.0
8193,Yelahanka New Town,1,284.0,1.0,8.0
8194,Yelahanka New Town,2,2200.0,2.0,180.0
8195,Yelahanka New Town,1,488.0,1.0,20.0
8196,Yelahanka New Town,2,1100.0,2.0,58.0
8199,Yelahanka New Town,2,1000.0,2.0,44.0
8200,Yelahanka New Town,1,650.0,1.0,18.0
8202,Yelahanka New Town,3,1740.0,3.0,150.0
8203,Yelahanka New Town,2,1290.0,2.0,70.0
8205,Yelenahalli,2,1240.0,2.0,47.12
8206,Yelenahalli,2,1200.0,2.0,46.17
8208,Yelenahalli,2,1260.0,2.0,47.88
8210,Yelenahalli,2,1175.0,2.0,50.0
8211,Yelenahalli,3,1650.0,3.0,68.0
8212,Yelenahalli,2,1200.0,2.0,45.6
8213,Yelenahalli,2,1200.0,2.0,46.17
8214,Yelenahalli,2,1160.0,2.0,44.08
8217,Yeshwanthpur,1,667.0,1.0,36.85
8220,Yeshwanthpur,1,665.0,1.0,36.85
8224,Yeshwanthpur,1,671.0,1.0,36.85
8225,Yeshwanthpur,3,1852.0,3.0,160.0
8226,Yeshwanthpur,2,1277.5,2.0,95.815
8227,Yeshwanthpur,1,668.0,1.0,36.85
8228,Yeshwanthpur,2,1185.0,2.0,75.84
8229,Yeshwanthpur,2,1195.0,2.0,100.0
8230,Yeshwanthpur,3,1826.0,3.0,165.0
8232,Yeshwanthpur,2,1400.0,2.0,100.0
8235,Yeshwanthpur,1,673.0,1.0,36.85
8236,Yeshwanthpur,2,717.0,2.0,49.475
8239,Yeshwanthpur,1,605.0,1.0,41.745
8241,Yeshwanthpur,1,669.0,1.0,36.85
8243,Yeshwanthpur,3,3027.0,4.0,260.0
8245,Yeshwanthpur,4,1200.0,4.0,110.0
8247,Yeshwanthpur,1,670.0,1.0,36.85
8250,Yeshwanthpur,2,1240.0,2.0,80.0
8252,Yeshwanthpur,2,1144.0,2.0,67.0
8253,Yeshwanthpur,2,1541.0,2.0,130.0
8255,Yeshwanthpur,2,1362.0,2.0,100.0
8256,Yeshwanthpur,1,666.0,1.0,36.8
8257,Yeshwanthpur,2,770.0,1.0,70.0
8258,Yeshwanthpur,3,1855.0,3.0,140.0
8260,Yeshwanthpur,2,1165.0,2.0,85.0
8261,Yeshwanthpur,3,1860.0,3.0,168.0
8264,Yeshwanthpur,3,1825.0,3.0,145.0
8266,Yeshwanthpur,1,994.0,2.0,54.67
8267,Yeshwanthpur,1,650.0,1.0,40.0
8268,Yeshwanthpur,3,1855.0,3.0,140.0
8274,Yeshwanthpur,1,674.0,1.0,36.85
8276,Yeshwanthpur,1,672.0,1.0,36.85
8279,Yeshwanthpur,2,1195.0,2.0,100.0
8282,Yeshwanthpur,6,2500.0,5.0,185.0
8288,Yeshwanthpur,3,1876.0,3.0,160.0
